sample_year,sample_month_number,sample_month,state_code,sampling_county,varroa_per_100_bees,million_spores_per_bee,abpv,abpv_percentile,amsv1,amsv1_percentile,cbpv,cbpv_percentile,dwv,dwv_percentile,dwv-b,dwv-b_percentile,iapv,iapv_percentile,kbv,kbv_percentile,lsv2,lsv2_percentile,sbpv,sbpv_percentile,mkv,mkv_percentile,pesticides
2013,9,September,UT,Millard,2.04,0.0,-,,,,-,,+,50,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (23.6), Fluvalinate (11.1)"
2013,9,September,WI,Milwaukee,4.19,0.0,-,,,,+,<30,+,90,,,-,,-,,-,,-,,,,
2013,9,September,NJ,Monmouth,0.73,0.0,-,,,,-,,+,70,,,-,,-,,-,,-,,,,"Bee Bread, Trifluralin (Trace)"
2013,9,September,NJ,Monmouth,1.66,0.0,-,,,,-,,+,80,,,-,,-,,+,<30,-,,,,
2013,9,September,WV,Monongalia,5.33,0.0,-,,,,-,,+,60,,,+,<30,+,30,-,,-,,,,
2013,9,September,AL,Montgomery,5.56,0.0,-,,,,+,30,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Ethion (327.0)"
2013,9,September,AL,Montgomery,6.9,0.0,-,,,,-,,+,80,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (6.5), Ethion (Trace)"
2013,9,September,MD,Montgomery,6.49,0.0,-,,,,-,,+,80,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (10.3), Thymol (Trace)"
2013,9,September,MD,Montgomery,1.25,0.0,+,<30,,,+,<30,-,,,,-,,-,,-,,-,,,,"Bee Bread, Thiabendazole (4.2), Trifluralin (Trace)"
2013,9,September,IN,Morgan,17.0,0.0,+,90,,,-,,+,90,,,+,90,+,Virus Present,+,90,-,,,,"Bee Bread, Paradichlorobenzene (Trace)"
2013,9,September,IN,Morgan,20.21,0.0,+,70,,,-,,+,90,,,+,80,+,90,-,,-,,,,
2013,9,September,NJ,Morris,0.63,0.3,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,9,September,OR,Morrow,0.08,0.0,+,<30,,,-,,+,<30,,,-,,-,,+,60,-,,,,"Bee Bread, Coumaphos (6.9), Cyhalothrin total (Trace), Fenpyroximate (27.4), Pendimethalin (Trace), Thymol (88.6)"
2013,9,September,OR,Multnomah,11.22,0.0,-,,,,-,,+,80,,,-,,-,,-,,-,,,,"Bee Bread, Fluvalinate (55.4), Thymol (Trace)"
2013,9,September,OR,Multnomah,2.23,0.3,-,,,,-,,+,30,,,-,,-,,-,,-,,,,
2013,9,September,PA,Northumberland,4.0,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,9,September,NC,Pender,0.6,0.4,-,,,,-,,-,,,,-,,-,,,,-,,,,"Bee Bread, Fluvalinate (7.7), Paradichlorobenzene (Trace)"
2013,9,September,SD,Perkins,10.17,0.1,-,,,,+,30,+,30,,,-,,+,90,-,,-,,,,
2013,9,September,IL,Perry,4.66,0.0,-,,,,+,<30,+,80,,,-,,-,,-,,-,,,,
2013,9,September,TN,Pickett,0.0,0.0,-,,,,-,,+,30,,,+,<30,+,50,-,,-,,,,"Bee Bread, Thymol (1830.0)"
2013,9,September,GA,Pierce,0.31,0.05,-,,,,-,,+,40,,,-,,-,,-,,-,,,,
2013,9,September,WV,Pleasants,16.53,0.0,-,,,,-,,+,,,,-,,-,,-,,-,,,,
2013,9,September,WI,Portage,12.43,0.2,,,,,,,,,,,,,,,,,,,,,
2013,9,September,CO,Pueblo,0.0,0.0,-,,,,-,,+,,,,-,,-,,,,-,,,,
2013,9,September,CO,Pueblo,0.0,0.0,-,,,,-,,-,,,,-,,-,,,,-,,,,
2013,9,September,CO,Pueblo,0.1,0.0,-,,,,-,,-,,,,-,,-,,,,-,,,,"Bee Bread, Fluvalinate (45.2)"
2013,9,September,CO,Pueblo,,,,,,,,,,,,,,,,,,,,,,,
2013,9,September,AR,Pulaski,5.96,0.0,-,,,,-,,+,80,,,-,,+,70,-,,-,,,,
2013,9,September,WI,Racine,25.66,0.1,-,,,,-,,+,90,,,+,<30,-,,-,,-,,,,
2013,9,September,IL,Randolph,2.11,0.0,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,9,September,TN,Rhea,5.72,0.0,-,,,,-,,+,90,,,-,,-,,+,50,-,,,,"Bee Bread, No Detections"
2013,9,September,WI,Rock,12.42,0.2,,,,,,,,,,,,,,,,,,,,,
2013,9,September,WI,Rock,0.53,0.45,+,30,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (4.1), Prallethrin (10.7)"
2013,9,September,MI,Saginaw,18.16,0.0,-,,,,+,<30,+,70,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,9,September,UT,Salt Lake,4.63,0.05,,,,,,,,,,,,,,,,,,,,,
2013,9,September,UT,Salt Lake,1.03,0.15,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,9,September,UT,Salt Lake,5.57,0.0,,,,,,,,,,,,,,,,,,,,,
2013,9,September,UT,Salt Lake,5.13,0.0,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2013,9,September,UT,Salt Lake,3.64,0.1,-,,,,+,80,-,,,,-,,-,,-,,-,,,,"Bee Bread, Trifluralin (Trace)"
2013,9,September,UT,Salt Lake,22.06,0.15,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2013,9,September,FL,Santa Rosa,6.34,0.32,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2013,9,September,PA,Schuylkill,9.84,0.1,-,,,,-,,+,70,,,-,,-,,+,30,-,,,,"Bee Bread, Coumaphos (14.0), Coumaphos oxon (Trace)"
2013,9,September,MN,Scott,9.13,0.65,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2013,9,September,NJ,Somerset,1.96,0.35,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2013,9,September,NJ,Somerset,7.06,0.0,-,,,,-,,+,40,,,-,,-,,-,,-,,,,"Bee Bread, Thymol (13260.0)"
2013,9,September,PA,Somerset,3.74,0.2,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,9,September,NJ,Sussex,1.67,0.1,+,<30,,,-,,+,80,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,9,September,MN,Todd,3.62,0.0,-,,,,+,60,-,,,,-,,-,,-,,-,,,,
2013,9,September,TX,Travis,4.59,0.0,+,30,,,-,,+,50,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (17.7), Thymol (Trace)"
2013,9,September,UT,Utah,3.63,0.0,,,,,,,,,,,,,,,,,,,,,
2013,9,September,WI,Vernon,1.78,0.2,-,,,,-,,+,60,,,-,,-,,+,<30,-,,,,"Bee Bread, Fluvalinate (9.8)"
2013,9,September,TX,Victoria,0.54,0.0,,,,,,,,,,,,,,,,,,,,,"Bee Bread, Coumaphos (8.2), Fluvalinate (17.8)"
2013,9,September,FL,Walton,8.47,0.42,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,9,September,WI,Walworth,22.41,0.0,-,,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Fluvalinate (7.1), Vinclozolin (Trace)"
2013,9,September,ND,Ward,5.88,0.0,-,,,,-,,+,50,,,-,,-,,-,,-,,,,
2013,9,September,PA,Warren,1.14,0.25,,,,,,,,,,,,,,,,,,,,,
2013,9,September,NY,Washington,9.86,0.05,-,,,,-,,+,90,,,-,,+,<30,-,,-,,,,
2013,9,September,PA,Washington,0.57,0.1,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,9,September,WI,Waukesha,6.05,0.0,-,,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Prallethrin (12.7), Thymol (203.0)"
2013,9,September,WI,Waukesha,0.33,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,"Bee Bread, Bifenthrin (Trace), Ethofumesate (14.2), Prallethrin (19.2), Thymol (1510.0)"
2013,9,September,GA,Wayne,0.14,0.05,-,,,,-,,+,30,,,+,<30,+,40,-,,-,,,,
2013,9,September,GA,Wayne,2.75,0.15,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,9,September,NC,Wayne,0.96,0.0,-,,,,-,,+,40,,,-,,-,,-,,-,,,,"Bee Bread, Acephate (171.0), Azoxystrobin (95.1), Cyhalothrin total (Trace), Fluvalinate (31.8), Methamidophos (12.4), Thiamethoxam (3.6), Thymol (Trace)"
2013,9,September,UT,Weber,8.81,0.0,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,9,September,UT,Weber,9.38,0.0,-,,,,-,,+,60,,,-,,+,90,-,,-,,,,
2013,9,September,TX,Wichita,8.86,0.0,+,90,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (10.0), Fluvalinate (9.3)"
2013,9,September,TX,Wilbarger,1.55,0.0,-,,,,-,,+,40,,,-,,-,,-,,-,,,,"Bee Bread, 1-Naphthol (438.0), Coumaphos (16.7), Coumaphos oxon (Trace)"
2013,9,September,IL,Williamson,4.59,0.0,+,<30,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,9,September,WV,Wood,12.33,0.05,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2013,9,September,PA,York,2.27,0.6,-,,,,+,30,+,90,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,9,September,SD,Ziebach,1.52,0.0,-,,,,-,,+,50,,,-,,+,90,-,,-,,,,
2013,10,October,OR,,7.19,1.15,+,60,,,+,<30,+,60,,,-,,+,<30,+,<30,-,,,,"Bee Bread, Chlorpyrifos (5.0), Ethofumesate (5.0), 2,4-DMPF (48.3)"
2013,10,October,MD,,20.09,0.0,-,,,,-,,+,90,,,+,<30,-,,-,,-,,,,
2013,10,October,VA,Accomack,2.25,1.55,-,,,,-,,+,30,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,10,October,VA,Accomack,7.54,0.0,-,,,,-,,+,40,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,10,October,IA,Allamakee,0.09,0.0,+,<30,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (967.0), Coumaphos oxon (26.7)"
2013,10,October,TX,Bell,1.64,0.05,-,,,,-,,-,,,,+,<30,+,<30,+,<30,-,,,,"Bee Bread, Coumaphos (4.9), Fluvalinate (11.9), Thymol (57.4)"
2013,10,October,TX,Bell,4.95,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (6.5)"
2013,10,October,MI,Berrien,2.96,3.65,+,30,,,-,,+,90,,,+,50,+,80,-,,-,,,,"Bee Bread, Coumaphos (1.9), Fluvalinate (5.8), Phosmet (15.5)"
2013,10,October,MI,Berrien,5.8,2.75,+,30,,,-,,+,60,,,+,30,+,60,+,80,-,,,,
2013,10,October,MI,Berrien,5.24,0.7,+,<30,,,-,,+,50,,,+,<30,-,,-,,-,,,,"Bee Bread, Carbendazim (MBC) (13.6), Phosmet (61.1)"
2013,10,October,MI,Berrien,7.62,0.1,+,30,,,-,,-,,,,-,,-,,-,,-,,,,
2013,10,October,TX,Brazos,3.15,0.05,-,,,,-,,+,40,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (92.7)"
2013,10,October,SD,Buffalo,12.64,0.0,-,,,,-,,+,50,,,-,,-,,-,,-,,,,"Bee Bread, Chlorothalonil (Trace), Chlorpyrifos (7.1), Cyhalothrin total (Trace), Fluvalinate (105.0)"
2013,10,October,NJ,Camden,17.9,0.45,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,10,October,TX,Cameron,4.32,0.0,+,30,,,-,,-,,,,-,,+,<30,-,,-,,,,
2013,10,October,AR,Carroll,3.45,0.0,-,,,,-,,+,70,,,-,,-,,-,,-,,,,
2013,10,October,TX,Chambers,0.77,0.1,-,,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (80.0), Fluvalinate (8.5), Malathion (63.9), Tefluthrin (Trace)"
2013,10,October,AL,Cullman,8.96,0.0,-,,,,-,,+,90,,,-,,-,,+,40,-,,,,
2013,10,October,WI,Dane,2.35,0.0,-,,,,-,,+,90,,,-,,-,,+,30,-,,,,
2013,10,October,WI,Dane,0.7,0.0,+,<30,,,-,,+,40,,,-,,-,,-,,-,,,,
2013,10,October,OR,Deschutes,8.11,0.0,-,,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,10,October,AR,Desha,9.26,0.0,+,70,,,-,,+,70,,,-,,+,60,-,,-,,,,
2013,10,October,WI,Dodge,5.75,2.0,+,90,,,-,,+,40,,,-,,-,,+,90,-,,,,
2013,10,October,MN,Douglas,5.13,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,10,October,MI,Eaton,3.04,0.0,-,,,,-,,+,80,,,+,<30,-,,-,,-,,,,
2013,10,October,GA,Evans,0.1,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,10,October,SD,Fall River,27.24,0.0,,,,,,,,,,,,,,,,,,,,,
2013,10,October,AL,Franklin,15.03,0.0,,,,,,,,,,,,,,,,,,,,,
2013,10,October,TX,Hardin,6.29,0.25,+,<30,,,-,,-,,,,+,<30,+,<30,-,,-,,,,
2013,10,October,HI,Hawaii,1.64,0.35,,,,,,,,,,,,,,,,,,,,,
2013,10,October,MN,Houston,7.52,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2013,10,October,MI,Huron,2.56,0.0,-,,,,-,,+,30,,,-,,-,,-,,-,,,,
2013,10,October,MI,Ionia,0.66,0.0,-,,,,-,,+,<30,,,-,,-,,+,60,-,,,,"Bee Bread, Coumaphos (3.5), Triticonazole (227.0), Fluvalinate (7.7), THPI (188.0)"
2013,10,October,MI,Ionia,2.84,0.0,-,,,,-,,+,60,,,+,<30,-,,-,,-,,,,"Bee Bread, Boscalid (20.9), Fluvalinate (12.1)"
2013,10,October,WI,Iowa,0.43,0.0,+,50,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,10,October,MN,Isanti,1.24,0.0,+,90,,,-,,+,90,,,+,<30,-,,-,,-,,,,
2013,10,October,VA,Isle of Wight,16.84,0.0,-,,,,+,<30,+,90,,,-,,-,,-,,-,,,,
2013,10,October,AL,Jackson,0.97,0.0,-,,,,-,,+,50,,,-,,-,,-,,-,,,,
2013,10,October,MI,Jackson,19.0,0.6,+,<30,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,10,October,HI,Kauai,0.0,1.9,+,30,,,-,,-,,,,-,,-,,-,,-,,,,
2013,10,October,AL,Lee,17.69,0.0,,,,,,,,,,,,,,,,,,,,,
2013,10,October,MI,Leelanau,0.73,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, Chlorothalonil (72.6), Thymol (Trace)"
2013,10,October,TX,Liberty,4.01,1.0,-,,,,-,,+,80,,,-,,+,<30,-,,-,,,,
2013,10,October,AL,Madison,12.73,0.0,-,,,,-,,+,80,,,+,<30,+,90,-,,-,,,,"Bee Bread, Thymol (3050.0)"
2013,10,October,MN,Mille Lacs,3.86,0.0,-,,,,-,,+,30,,,-,,-,,-,,-,,,,
2013,10,October,MI,Montcalm,0.2,0.05,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,10,October,VA,Montgomery,9.4,0.0,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,10,October,MS,Noxubee,,,-,,,,-,,+,80,,,-,,-,,+,<30,-,,,,
2013,10,October,MI,Oakland,0.92,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,10,October,NJ,Ocean,2.89,0.0,-,,,,+,50,+,50,,,+,<30,-,,-,,-,,,,
2013,10,October,MN,Olmsted,33.73,0.1,+,90,,,-,,+,90,,,+,<30,-,,-,,-,,,,"Bee Bread, Chlorpyrifos (Trace)"
2013,10,October,MN,Otter Tail,19.2,0.4,+,60,,,-,,+,40,,,-,,-,,-,,-,,,,
2013,10,October,MN,Otter Tail,1.18,0.25,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,10,October,VA,Page,12.05,0.0,-,,,,-,,+,70,,,-,,-,,-,,-,,,,
2013,10,October,VA,Page,8.34,0.0,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,10,October,PA,Perry,3.31,0.0,-,,,,-,,+,80,,,-,,-,,+,<30,-,,,,
2013,10,October,PA,Philadelphia,8.97,0.35,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,10,October,TX,Red River,8.73,0.2,+,50,,,-,,+,80,,,-,,+,30,-,,-,,,,"Bee Bread, Coumaphos (293.0), Coumaphos oxon (Trace), Fenpyroximate (10.4), Fluvalinate (42.5)"
2013,10,October,AL,Russell,17.4,0.0,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,10,October,MI,Saginaw,4.45,0.0,-,,,,-,,+,30,,,-,,-,,+,<30,-,,,,
2013,10,October,MI,Saginaw,8.3,0.8,-,,,,+,60,-,,,,+,30,+,60,+,80,-,,,,
2013,10,October,MI,Sanilac,8.03,0.0,+,80,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,10,October,MI,Sanilac,3.3,0.3,+,<30,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,10,October,MI,Sanilac,1.34,0.5,-,,,,-,,+,<30,,,-,,-,,+,40,-,,,,"Bee Bread, No Detections"
2013,10,October,MI,Sanilac,3.74,0.6,+,<30,,,-,,+,50,,,-,,-,,+,60,-,,,,
2013,10,October,MI,Sanilac,12.95,0.05,-,,,,-,,+,60,,,-,,-,,-,,-,,,,"Bee Bread, Boscalid (199.0), Coumaphos (2.0), Cyhalothrin total (13.4), Cypermethrin (36.4), Pyraclostrobin (165.0)"
2013,10,October,AL,Shelby,18.61,0.0,-,,,,-,,+,80,,,+,<30,+,<30,-,,-,,,,
2013,10,October,NJ,Somerset,1.09,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,10,October,NJ,Somerset,10.24,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2013,10,October,VA,Suffolk,19.41,0.2,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,10,October,PA,Susquehanna,3.83,0.05,+,<30,,,-,,+,40,,,+,<30,-,,-,,-,,,,
2013,10,October,MD,Talbot,11.17,0.0,-,,,,-,,+,40,,,-,,-,,-,,-,,,,"Bee Bread, Atrazine (17.1), Fluvalinate (Trace), Pendimethalin (Trace)"
2013,10,October,MI,Tuscola,1.15,0.3,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,10,October,FL,Union,8.37,0.42,-,,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,10,October,VA,Virginia Beach,9.66,0.1,-,,,,+,40,+,70,,,-,,-,,-,,-,,,,"Bee Bread, Fluvalinate (Trace)"
2013,10,October,NJ,Warren,16.97,0.0,-,,,,-,,+,90,,,-,,+,60,-,,-,,,,
2013,10,October,MI,Wayne,14.27,0.1,+,90,,,+,<30,+,90,,,-,,-,,-,,-,,,,
2013,10,October,MN,Wright,48.84,0.0,+,90,,,+,<30,-,,,,-,,-,,-,,-,,,,
2013,11,November,IA,Cerro Gordo,0.0,0.1,-,,,,-,,+,<30,,,-,,+,<30,-,,-,,,,
2013,11,November,FL,Citrus,9.28,0.35,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,11,November,TX,Collin,0.22,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2013,11,November,TX,Collin,4.47,0.55,-,,,,-,,+,70,,,-,,-,,-,,-,,,,
2013,11,November,FL,Hillsborough,15.67,0.8,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2013,11,November,IA,Marshall,2.1,0.7,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2013,11,November,FL,Pinellas,9.22,0.5,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2013,11,November,VA,Prince George,22.16,0.0,-,,,,+,<30,+,60,,,-,,-,,-,,-,,,,
2013,11,November,CA,Riverside,2.19,0.05,-,,,,-,,+,60,,,-,,-,,-,,-,,,,"Bee Bread, Fenpyroximate (5.8)"
2013,11,November,CA,Riverside,2.44,0.0,+,70,,,-,,+,90,,,-,,-,,+,<30,-,,,,"Bee Bread, Triticonazole (483.0)"
2013,11,November,CA,Sacramento,10.99,0.0,+,40,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Bifenthrin (14.7), Trifluralin (Trace)"
2013,11,November,CA,San Diego,0.3,1.05,-,,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Fluvalinate (46.9)"
2013,11,November,CA,San Diego,2.03,0.15,+,<30,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Cyprodinil (10.5), Fluvalinate (24.3), Trifluralin (Trace)"
2013,11,November,CA,San Diego,5.05,1.25,-,,,,+,<30,+,50,,,-,,-,,-,,-,,,,"Bee Bread, Chlorpyrifos (16.9), Triticonazole (398.0)"
2013,11,November,CA,San Diego,2.88,1.0,-,,,,-,,+,50,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (3.2), Fluvalinate (2.2), Thymol (892.0), Triticonazole (135.0)"
2013,11,November,CA,San Diego,1.88,0.1,-,,,,-,,+,30,,,-,,-,,-,,-,,,,"Bee Bread, Coumaphos (5.9), Fluvalinate (31.1)"
2013,11,November,CA,San Diego,2.25,1.55,-,,,,-,,+,90,,,-,,-,,-,,-,,,,"Bee Bread, Fluvalinate (39.0)"
2013,11,November,CA,San Diego,0.09,0.0,-,,,,-,,+,<30,,,-,,+,70,+,80,-,,,,"Bee Bread, Coumaphos (3.1), Thymol (Trace)"
2013,11,November,FL,Sumter,7.97,1.85,+,<30,,,-,,+,70,,,-,,+,80,-,,-,,,,
2013,12,December,TX,,10.58,0.0,-,,,,-,,+,40,,,-,,-,,-,,-,,,,
2013,12,December,TX,Frio,0.0,0.9,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2013,12,December,HI,Kauai,0.16,0.75,-,,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2013,12,December,FL,Osceola,15.09,0.6,+,<30,,,-,,+,90,,,-,,-,,-,,-,,,,
2013,12,December,FL,Sumter,3.97,4.2,-,,,,-,,+,30,,,-,,-,,-,,-,,,,
2014,1,January,GU,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,6.75,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,1.3,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,9.2,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,7.4,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,0.65,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,0.65,,,,,,,,,,,,,,,,,,,,,
2014,1,January,GU,,0.0,0.85,,,,,,,,,,,,,,,,,,,,,
2014,1,January,CA,Butte,0.22,0.0,-,,,,-,,+,<30,,,-,,-,,-,,-,,,,
2014,1,January,CA,Fresno,0.22,0.9,-,,,,-,,+,40,,,-,,-,,+,80,-,,,,
2014,1,January,CA,Fresno,0.11,0.4,-,,,,-,,+,<30,,,-,,+,<30,-,,-,,,,
2014,1,January,HI,Hawaii,6.68,1.3,-,,,,-,,+,60,,,-,,-,,-,,-,,,,
2014,1,January,FL,Hillsborough,3.95,3.1,-,,,,-,,+,50,,,-,,-,,-,,-,,,,
2014,1,January,CA,Madera,0.0,0.0,-,,,,-,,+,<30,,,-,,+,30,-,,-,,,,
2014,1,January,CA,Madera,0.8,0.25,-,,,,-,,+,40,,,-,,-,,+,<30,-,,,,
2014,1,January,CA,Madera,0.31,0.3,-,,,,+,<30,+,<30,,,-,,-,,-,,-,,,,
2014,1,January,CA,Madera,0.0,0.3,-,,,,-,,+,40,,,-,,-,,+,<30,-,,,,
2014,1,January,HI,Maui,0.0,0.8,-,,,,-,,-,,,,-,,-,,-,,-,,,,"Bee Bread, No Detections"
2014,1,January,HI,Maui,0.2,0.1,-,,,,-,,-,,,,-,,+,30,-,,-,,,,"Bee Bread, No Detections"
2014,1,January,CA,Merced,0.21,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2014,1,January,CA,Merced,0.82,0.9,-,,,,-,,+,30,,,-,,-,,-,,-,,,,
2014,1,January,CA,Merced,0.0,0.0,-,,,,-,,+,80,,,-,,-,,-,,-,,,,
2014,1,January,CA,Merced,0.1,0.0,-,,,,-,,-,,,,-,,-,,-,,-,,,,
2014,1,January,CA,Merced,0.0,0.0,+,40,,,-,,+,40,,,-,,-,,-,,-,,,,
2014,1,January,CA,Merced,1.39,0.0,-,,,,-,,+,30,,,-,,-,,-,,-,,,,
2014,1,January,FL,Polk,0.15,1.95,-,,,,-,,+,60,,,-,,-,,+,<30,-,,,,
2014,1,January,FL,Polk,1.62,1.45,-,,,,-,,+,60,,,-,,+,40,+,<30,-,,,,
2014,1,January,FL,Sumter,0.13,2.1,-,,,,-,,+,40,,,-,,-,,-,,-,,,,
2014,1,January,CA,Tuolumne,3.01,0.0,+,<30,,,-,,+,40,,,-,,-,,-,,-,,,,
2014,2,February,GU,,0.0,2.15,,,,,,,,,,,,,,,,,,,,,
2014,2,February,GU,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2014,2,February,GU,,0.0,1.3,,,,,,,,,,,,,,,,,,,,,
2014,2,February,CA,Fresno,0.65,1.15,-,,,,-,,+,50,,,-,,-,,+,<30,-,,,,
2014,2,February,HI,Hawaii,2.6,0.1,+,70,,,-,,+,60,,,-,,-,,-,,-,,,,
2014,2,February,CA,Kern,,,-,,,,-,,+,,,,-,,+,,-,,-,,,,
2014,2,February,CA,Kern,0.44,0.75,-,,,,-,,+,60,,,-,,-,,+,30,-,,,,
2014,2,February,CA,Kern,0.52,0.4,-,,,,+,<30,+,40,,,-,,-,,+,<30,-,,,,
2014,2,February,CA,Kern,0.18,0.15,-,,,,-,,+,60,,,-,,-,,+,40,-,,,,
2014,2,February,CA,Stanislaus,0.56,0.45,+,<30,,,+,<30,+,40,,,-,,-,,-,,-,,,,
2014,2,February,CA,Tehama,0.0,0.25,-,,,,+,<30,-,,,,-,,-,,-,,-,,,,"Bee Bread, Boscalid (1570.0), Chlorothalonil (Trace), Chlorpyrifos (Trace), Cyprodinil (209.0), Esfenvalerate (Trace), Fenpyroximate (Trace), Fluvalinate (6.6), Pendimethalin (40.2), Pyraclostrobin (643.0), Pyrimethanil (60.8), Trifluralin (Trace)"
2014,2,February,CA,Tulare,0.62,4.35,+,<30,,,-,,+,60,,,-,,-,,-,,-,,,,
2014,3,March,SC,,,,,,,,,,,,,,,,,,,,,,,,
2014,3,March,GU,,4.23,4.0,,,,,,,,,,,,,,,,,,,,,
2014,3,March,FL,Brevard,0.13,0.35,-,,,,-,,+,<30,,,+,<30,-,,-,,-,,,,
2014,3,March,CA,Butte,0.0,,-,,,,-,,-,,,,-,,-,,+,<30,-,,,,"Bee Bread, Carbendazim (MBC) (Trace), Chlorothalonil (Trace), Chlorpyrifos (12.4), Coumaphos (20.9), Cyprodinil (15.3), Diflubenzuron (200.0), Fenbuconazole (780.0), Fenpyroximate (14.9), Fluvalinate (47.8), Methoxyfenozide (1300.0), Pendimethalin (188.0), Pyriproxyfen (13.6), Thymol (Trace), Trifluralin (Trace)"
2014,3,March,SC,Colleton,0.22,0.4,-,,,,-,,-,,,,-,,-,,+,<30,-,,,,
2014,3,March,SC,Dillon,0.87,0.05,-,,,,-,,+,70,,,-,,-,,-,,-,,,,
